Age,AnnualIncome,CallDropRate,CallFailureRate,CallingNumber,CustomerID,CustomerSuspended,Education,Gender,HomeOwner,MaritalStatus,MonthlyBilledAmount,NoAdditionalLines,NumberOfComplaints,NumberOfMonthUnpaid,NumDaysContractEquipmentPlanExpiring,Occupation,PenaltyToSwitch,State,TotalMinsUsedInLastMonth,UnpaidBalance,UsesInternetService,UsesVoiceService,PercentageCallOutsideNetwork,Churn
55,117408,0.06,0.01,4251026598,8709,Yes,Bachelor or equivalent,Male,Yes,Single,3,Yes,3,7,64,Others,192,SD,153,94,No,No,0.05,0
57,172365,0.02,0,4251037360,8710,Yes,Bachelor or equivalent,Female,No,Married,94,Yes,1,2,34,Others,368,ND,252,129,No,No,0.58,0
59,227323,0.05,0,4251030941,8711,Yes,Master or equivalent,Female,Yes,Single,65,Yes,2,4,3,Others,44,MT,352,164,No,No,0.11,0
22,88223,0.04,0,4251083386,8712,Yes,Master or equivalent,Male,Yes,Single,3,Yes,3,1,22,Technology Related Job,217,NV,49,178,Yes,No,0.57,0
77,30309,0.03,0.01,4251038541,8713,Yes,High School or below,Female,Yes,Single,43,Yes,2,3,13,Others,81,OK,454,58,No,No,0.86,0
12,85266,0.07,0.01,4251061751,8714,Yes,High School or below,Female,Yes,Married,14,Yes,3,6,82,Others,257,NV,54,93,No,Yes,0.39,1
14,140224,0.02,0,4251045946,8715,Yes,High School or below,Male,Yes,Single,105,Yes,0,0,52,Others,433,MA,153,128,No,No,0.92,0
16,195181,0.06,0,4251023206,8716,Yes,High School or below,Male,No,Married,76,Yes,1,2,21,Others,110,IN,252,163,No,No,0.45,0
46,56082,0.04,0,4251046545,8717,Yes,High School or below,Female,Yes,Married,14,Yes,3,0,40,Technology Related Job,282,IA,449,178,No,No,0.9,0
34,248168,0.03,0.01,4251084871,8718,Yes,Bachelor or equivalent,Male,Yes,Married,54,Yes,1,1,31,Others,146,MN,355,58,No,No,0.19,0
36,53125,0.07,0.01,4251096302,8719,Yes,Bachelor or equivalent,Female,Yes,Single,25,Yes,2,4,0,Others,322,KS,454,93,No,No,0.72,0
38,108083,0.03,0,4251097451,8720,Yes,Bachelor or equivalent,Female,Yes,Married,116,Yes,0,6,70,Others,498,DE,54,128,No,No,0.25,0
69,218983,0.01,0.01,4251025577,8721,No,Bachelor or equivalent,Male,Yes,Married,54,Yes,1,3,88,Technology Related Job,171,GA,251,143,No,No,0.71,0
71,23940,0.05,0,4251095966,8722,Yes,Master or equivalent,Female,No,Single,24,No,2,6,57,Technology Related Job,347,AZ,350,178,No,No,0.24,0
59,216026,0.04,0.01,4251078576,8723,Yes,High School or below,Male,Yes,Single,65,Yes,1,0,49,Others,211,HI,256,58,No,No,0.52,0
61,20984,0,0.01,4251014075,8724,Yes,High School or below,Male,Yes,Single,36,Yes,2,2,18,Others,387,AZ,355,93,No,No,0.06,0
23,131884,0.06,0.01,4251072702,8725,Yes,High School or below,Female,Yes,Married,94,Yes,3,7,37,Technology Related Job,60,CA,52,108,No,No,0.51,0
25,186842,0.01,0.01,4251095024,8726,Yes,High School or below,Female,No,Married,64,Yes,0,2,6,Technology Related Job,236,WV,151,143,No,No,0.04,0
27,241799,0.05,0,4251090503,8727,Yes,High School or below,Male,Yes,Single,35,No,1,4,75,Technology Related Job,412,SC,251,178,No,No,0.57,0
15,183885,0.05,0.01,4251010128,8728,Yes,High School or below,Female,Yes,Single,76,Yes,0,6,67,Others,276,WV,156,58,No,No,0.86,1
45,44786,0.03,0.01,4251100054,8729,Yes,Bachelor or equivalent,Male,Yes,Single,14,Yes,1,3,85,Technology Related Job,449,WY,353,73,No,No,0.31,0
48,99743,0.06,0.01,4251046938,8730,Yes,Bachelor or equivalent,Male,Yes,Married,104,Yes,2,6,54,Technology Related Job,125,TN,453,108,No,Yes,0.85,0
50,154700,0.02,0.01,4251044675,8731,Yes,Bachelor or equivalent,Female,Yes,Single,75,Yes,0,0,24,Technology Related Job,301,OH,52,143,No,No,0.38,0
52,209658,0.06,0,4251041463,8732,Yes,Bachelor or equivalent,Female,No,Married,46,No,1,2,93,Technology Related Job,477,NV,151,178,No,No,0.91,0
68,207687,0,0.02,4251079386,8733,Yes,PhD or equivalent,Female,No,Single,53,Yes,3,7,34,Technology Related Job,337,UT,155,38,No,No,0.12,0
70,12644,0.03,0.01,4251070436,8734,Yes,High School or below,Female,Yes,Married,24,Yes,1,2,3,Technology Related Job,14,OR,254,73,No,No,0.65,0
72,67602,0.07,0.01,4251071107,8735,Yes,High School or below,Male,Yes,Single,115,Yes,2,4,72,Technology Related Job,190,NJ,353,108,No,No,0.18,0
74,122559,0.02,0.01,4251038793,8736,Yes,High School or below,Male,Yes,Married,86,No,3,6,42,Technology Related Job,366,MI,452,143,No,No,0.71,0
22,120588,0.05,0.02,4251098034,8737,Yes,High School or below,Male,Yes,Single,93,Yes,2,3,82,Others,226,RI,456,3,No,No,0.92,1
24,175546,0,0.02,4251042648,8738,Yes,High School or below,Male,Yes,Married,64,Yes,3,6,51,Technology Related Job,403,NY,55,38,No,No,0.45,0
27,230503,0.04,0.01,4251017462,8739,Yes,Bachelor or equivalent,Male,No,Single,35,Yes,0,0,21,Technology Related Job,79,MS,154,73,No,No,0.98,0
29,35460,0.07,0.01,4251047927,8740,Yes,Bachelor or equivalent,Female,Yes,Married,6,Yes,1,2,90,Technology Related Job,255,KY,254,108,No,No,0.51,0
45,33489,0.01,0.03,4251074902,8741,Yes,Bachelor or equivalent,Female,Yes,Single,13,Yes,0,7,31,Others,115,ND,257,218,No,Yes,0.72,1
47,88447,0.05,0.02,4251067141,8742,Yes,Master or equivalent,Female,Yes,Married,104,Yes,1,1,0,Others,291,MT,356,3,No,No,0.26,0
49,143404,0.01,0.02,4251037154,8743,Yes,Master or equivalent,Female,Yes,Single,75,Yes,2,4,69,Technology Related Job,468,ME,456,38,No,No,0.79,0
51,198362,0.04,0.01,4251076723,8744,Yes,PhD or equivalent,Male,Yes,Married,46,Yes,0,6,39,Technology Related Job,144,ID,55,73,No,No,0.32,0
53,3319,0,0.01,4251085550,8745,Yes,High School or below,Male,No,Single,17,No,1,0,8,Technology Related Job,320,AR,154,108,No,No,0.85,0
69,1348,0.02,0.03,4251046102,8746,Yes,High School or below,Male,Yes,Married,24,Yes,3,5,48,Others,180,MA,158,218,No,No,0.06,0
71,56306,0.06,0.02,4251052624,8747,Yes,High School or below,Male,Yes,Single,115,Yes,1,0,18,Technology Related Job,356,IN,257,3,No,No,0.59,0
73,111263,0.01,0.02,4251096984,8748,Yes,High School or below,Female,Yes,Married,86,Yes,2,2,87,Technology Related Job,33,CO,356,38,No,No,0.12,0
76,166220,0.05,0.01,4251028348,8749,Yes,High School or below,Female,Yes,Single,57,Yes,3,4,56,Technology Related Job,209,WI,456,73,No,No,0.65,0
23,164249,0.07,0.03,4251093815,8750,Yes,Bachelor or equivalent,Female,No,Married,64,Yes,1,1,97,Others,69,KS,459,183,No,No,0.86,0
26,219207,0.02,0.03,4251100254,8751,Yes,Bachelor or equivalent,Female,Yes,Single,35,Yes,3,4,66,Others,245,FL,58,218,No,No,0.39,0
28,24164,0.06,0.02,4251040589,8752,Yes,Bachelor or equivalent,Female,Yes,Married,6,Yes,0,6,36,Technology Related Job,422,AL,158,3,No,Yes,0.92,0
30,79122,0.02,0.02,4251011326,8753,Yes,Master or equivalent,Male,Yes,Single,97,Yes,1,0,5,Technology Related Job,98,UT,257,38,No,No,0.45,0
60,190022,0,0.02,4251023946,8754,Yes,Master or equivalent,Female,Yes,Single,34,Yes,2,6,23,Non-technology Related Job,270,VA,454,53,No,No,0.91,0
48,132108,0.07,0.03,4251085222,8755,Yes,High School or below,Male,Yes,Single,75,Yes,1,0,15,Others,134,AZ,360,183,No,No,0.2,0
50,187066,0.03,0.02,4251012568,8756,Yes,High School or below,Male,No,Married,46,Yes,2,2,84,Others,310,VA,459,218,No,No,0.73,0
52,242023,0.07,0.02,4251073786,8757,Yes,High School or below,Female,Yes,Married,16,Yes,3,4,53,Technology Related Job,487,RI,58,3,No,No,0.26,1
54,46981,0.02,0.02,4251009891,8758,No,High School or below,Female,Yes,Single,107,Yes,1,6,23,Technology Related Job,163,NM,158,38,No,No,0.79,0
17,157881,0,0.02,4251030103,8759,Yes,High School or below,Male,Yes,Single,45,No,2,4,41,Non-technology Related Job,335,NC,355,53,No,No,0.25,0
72,99967,0,0.03,4251029110,8760,Yes,Bachelor or equivalent,Female,Yes,Single,86,Yes,0,6,33,Others,199,SD,260,183,No,No,0.53,0
75,154924,0.03,0.02,4251077248,8761,Yes,Bachelor or equivalent,Male,Yes,Married,56,Yes,2,0,2,Others,376,NC,360,218,No,No,0.06,0
77,209882,0.07,0.02,4251081508,8762,Yes,Bachelor or equivalent,Male,No,Single,27,Yes,3,2,71,Technology Related Job,52,MT,459,3,No,No,0.59,0
39,70782,0.05,0.02,4251071091,8763,Yes,Bachelor or equivalent,Female,Yes,Single,85,Yes,0,0,90,Technology Related Job,224,NV,156,18,No,No,0.05,0
41,125740,0.01,0.02,4251031035,8764,Yes,Master or equivalent,Male,Yes,Married,56,No,1,2,59,Non-technology Related Job,400,MD,255,53,No,No,0.58,0
29,67826,0,0.03,4251057425,8765,Yes,High School or below,Female,Yes,Married,96,Yes,0,4,50,Others,264,NV,161,183,No,No,0.86,0
31,122783,0.04,0.02,4251083859,8766,Yes,High School or below,Female,Yes,Single,67,Yes,1,6,20,Technology Related Job,441,MA,260,218,No,No,0.4,0
62,233683,0.02,0.03,4251080304,8767,Yes,High School or below,Male,Yes,Single,5,Yes,2,4,38,Technology Related Job,113,MI,457,233,No,No,0.85,1
64,38641,0.06,0.02,4251090779,8768,Yes,High School or below,Male,No,Married,96,No,0,6,8,Technology Related Job,289,IA,56,18,No,Yes,0.38,0
66,93598,0.01,0.02,4251051153,8769,Yes,High School or below,Female,Yes,Single,67,Yes,1,0,77,Non-technology Related Job,466,DE,156,53,No,No,0.91,0
54,35684,0.01,0.03,4251062985,8770,Yes,Bachelor or equivalent,Male,Yes,Single,107,Yes,3,2,68,Others,330,IA,61,183,No,No,0.2,0
56,90642,0.04,0.02,4251055651,8771,Yes,Bachelor or equivalent,Male,Yes,Married,78,Yes,1,4,38,Technology Related Job,6,DE,161,218,No,No,0.73,0
18,201542,0.03,0.03,4251085379,8772,Yes,Bachelor or equivalent,Female,Yes,Married,16,Yes,2,2,56,Technology Related Job,178,GA,358,233,No,No,0.19,0
20,6500,0.06,0.02,4251058587,8773,Yes,Bachelor or equivalent,Male,Yes,Single,107,No,3,4,26,Non-technology Related Job,354,AK,457,18,Yes,No,0.72,0
22,61457,0.02,0.02,4251096177,8774,Yes,Master or equivalent,Male,No,Married,78,Yes,0,6,95,Non-technology Related Job,31,VT,56,53,No,No,0.25,0
78,3543,0.01,0.03,4251071554,8775,Yes,High School or below,Female,No,Married,118,Yes,3,0,86,Others,395,AZ,462,183,No,No,0.53,0
40,114444,0,0.03,4251047194,8776,Yes,High School or below,Male,Yes,Married,56,Yes,0,6,5,Technology Related Job,67,AR,159,198,No,No,0.99,0
43,169401,0.03,0.03,4251036795,8777,Yes,High School or below,Female,Yes,Single,27,Yes,1,0,74,Technology Related Job,243,WA,258,233,No,No,0.52,0
45,224358,0.07,0.02,4251024097,8778,No,High School or below,Female,Yes,Married,117,No,2,2,43,Non-technology Related Job,420,SC,358,18,No,No,0.05,0
47,29316,0.02,0.02,4251099093,8779,Yes,High School or below,Female,Yes,Single,88,Yes,0,4,13,Non-technology Related Job,96,NY,457,53,No,Yes,0.58,0
63,27345,0.04,0,4251048703,8780,Yes,High School or below,Female,Yes,Married,96,Yes,2,2,53,Technology Related Job,456,WI,460,163,No,No,0.79,0
65,82302,0,0.03,4251081371,8781,Yes,Bachelor or equivalent,Female,No,Single,67,Yes,3,4,23,Technology Related Job,132,TN,60,198,No,No,0.32,0
67,137260,0.04,0.03,4251056992,8782,Yes,Bachelor or equivalent,Male,Yes,Married,37,No,1,6,92,Technology Related Job,308,ND,159,233,No,No,0.85,0
69,192217,0.07,0.02,4251054614,8783,Yes,Bachelor or equivalent,Male,Yes,Single,8,Yes,2,0,61,Non-technology Related Job,485,NE,258,18,No,No,0.39,0
17,190246,0.01,0,4251010191,8784,Yes,Master or equivalent,Male,Yes,Married,16,Yes,0,6,2,Technology Related Job,345,UT,262,128,No,No,0.6,0
19,245204,0.05,0,4251085142,8785,Yes,Master or equivalent,Male,No,Single,107,Yes,2,0,71,Technology Related Job,21,OR,361,163,No,No,0.13,0
22,50161,0.01,0.03,4251032149,8786,Yes,High School or below,Female,Yes,Married,77,Yes,3,2,40,Technology Related Job,197,NH,460,198,No,No,0.66,0
24,105118,0.04,0.03,4251054544,8787,Yes,High School or below,Female,No,Married,48,No,0,4,10,Technology Related Job,374,MI,60,233,No,No,0.19,0
40,103147,0.06,0,4251044819,8788,Yes,High School or below,Female,Yes,Married,56,Yes,3,2,50,Technology Related Job,234,RI,63,93,No,No,0.4,0
42,158105,0.02,0,4251009119,8789,Yes,High School or below,Female,Yes,Single,27,Yes,0,4,20,Technology Related Job,410,NM,162,128,No,No,0.93,0
44,213062,0.05,0,4251043840,8790,Yes,High School or below,Male,Yes,Single,117,Yes,1,6,89,Technology Related Job,86,MS,262,163,No,Yes,0.46,0
46,18020,0.01,0.03,4251009929,8791,Yes,High School or below,Male,No,Married,88,Yes,2,0,58,Technology Related Job,262,KY,361,198,No,No,0.99,0
48,72977,0.05,0.03,4251045437,8792,Yes,Bachelor or equivalent,Male,Yes,Single,59,No,0,2,28,Non-technology Related Job,439,FL,460,233,No,No,0.52,0
64,71006,0.07,0,4251088749,8793,Yes,Bachelor or equivalent,Male,Yes,Married,66,Yes,2,0,68,Technology Related Job,299,MT,464,93,No,No,0.73,0
66,125964,0.02,0,4251013835,8794,Yes,Master or equivalent,Male,Yes,Single,37,Yes,3,2,37,Technology Related Job,475,ME,63,128,No,No,0.26,0
68,180921,0.06,0.03,4251091028,8795,Yes,Master or equivalent,Female,Yes,Married,8,Yes,1,4,7,Technology Related Job,151,HI,162,163,No,No,0.8,0
71,235878,0.02,0.03,4251094828,8796,Yes,PhD or equivalent,Female,Yes,Single,99,No,2,6,76,Technology Related Job,328,AR,261,198,No,No,0.33,0
18,233907,0.04,0.01,4251093980,8797,Yes,High School or below,Female,Yes,Married,106,Yes,0,4,17,Technology Related Job,188,MA,265,58,No,No,0.54,0
21,38865,0.07,0,4251034779,8798,Yes,High School or below,Female,No,Single,77,Yes,2,6,86,Technology Related Job,364,IL,364,93,No,No,0.07,0
23,93822,0.03,0,4251073209,8799,Yes,High School or below,Male,Yes,Married,48,Yes,3,0,55,Technology Related Job,40,CO,463,128,No,No,0.6,0
25,148780,0.07,0.03,4251021120,8800,Yes,High School or below,Male,Yes,Single,19,Yes,0,2,25,Technology Related Job,216,WI,63,163,No,No,0.13,1
27,203737,0.02,0.03,4251073889,8801,Yes,High School or below,Female,Yes,Married,110,No,1,4,94,Technology Related Job,393,SD,162,198,No,Yes,0.66,0
43,201766,0.04,0.01,4251039179,8802,Yes,Bachelor or equivalent,Male,Yes,Single,117,Yes,0,2,34,Technology Related Job,253,DE,165,58,No,No,0.87,0
45,6724,0,0,4251076826,8803,Yes,Bachelor or equivalent,Female,Yes,Married,88,Yes,1,4,4,Technology Related Job,429,AL,265,93,No,No,0.4,0
47,61681,0.03,0,4251078203,8804,Yes,Bachelor or equivalent,Female,No,Single,59,Yes,2,6,73,Technology Related Job,105,TX,364,128,Yes,No,0.93,0
49,116638,0.07,0.03,4251033590,8805,Yes,Master or equivalent,Female,Yes,Married,30,No,3,0,43,Technology Related Job,282,OK,463,163,No,No,0.46,0
12,227539,0.05,0,4251085055,8806,Yes,Master or equivalent,Female,Yes,Married,88,Yes,1,6,61,Non-technology Related Job,454,PA,160,178,No,Yes,0.92,1
68,169625,0.05,0.01,4251024434,8807,Yes,High School or below,Female,Yes,Married,8,Yes,3,0,52,Technology Related Job,318,VT,66,58,No,No,0.21,0
70,224582,0,0,4251056143,8808,Yes,High School or below,Male,Yes,Single,99,Yes,0,2,22,Technology Related Job,494,PA,165,93,No,No,0.74,0
72,29540,0.04,0,4251071381,8809,Yes,High School or below,Male,Yes,Married,70,Yes,2,4,91,Technology Related Job,170,NM,265,128,No,No,0.27,0
34,140440,0.02,0,4251081725,8810,Yes,High School or below,Female,No,Married,8,No,3,2,10,Non-technology Related Job,343,NC,462,143,No,No,0.72,0
36,195398,0.06,0,4251086270,8811,Yes,High School or below,Male,Yes,Single,98,Yes,0,4,79,Non-technology Related Job,19,MO,61,178,No,No,0.25,0
24,137484,0.05,0.01,4251088340,8812,Yes,Bachelor or equivalent,Female,Yes,Single,19,Yes,3,6,70,Technology Related Job,383,NC,467,58,No,No,0.54,0
26,192441,0.01,0,4251081192,8813,Yes,Bachelor or equivalent,Female,Yes,Married,110,Yes,0,0,40,Technology Related Job,59,MO,66,93,No,No,0.07,0
28,247399,0.04,0,4251054258,8814,Yes,Bachelor or equivalent,Male,Yes,Married,80,Yes,1,3,9,Technology Related Job,235,LA,165,128,No,No,0.6,0
59,108299,0.03,0,4251049664,8815,Yes,Bachelor or equivalent,Female,Yes,Single,18,No,2,0,27,Non-technology Related Job,408,MD,362,143,No,No,0.06,0
61,163256,0.06,0,4251044677,8816,Yes,Master or equivalent,Female,No,Married,109,Yes,0,2,97,Non-technology Related Job,84,ID,462,178,No,No,0.59,0
49,105342,0.06,0.01,4251075446,8817,Yes,High School or below,Male,Yes,Single,29,Yes,2,4,88,Technology Related Job,448,MD,367,58,No,No,0.87,0
51,160300,0.01,0,4251044297,8818,Yes,High School or below,Female,Yes,Married,0,Yes,3,6,57,Technology Related Job,124,IL,467,93,No,No,0.4,1
13,21200,0,0.01,4251088489,8819,Yes,High School or below,Male,Yes,Single,58,No,1,4,76,Non-technology Related Job,297,IA,164,108,No,No,0.86,0
15,76158,0.03,0,4251058797,8820,Yes,High School or below,Male,No,Single,29,Yes,2,6,45,Non-technology Related Job,473,CT,263,143,No,No,0.39,0
17,131115,0.07,0,4251087417,8821,Yes,High School or below,Male,Yes,Married,0,Yes,3,0,15,Non-technology Related Job,149,WY,362,178,No,No,0.92,0
73,73201,0.06,0.01,4251062095,8822,Yes,Bachelor or equivalent,Female,Yes,Married,40,Yes,2,2,6,Technology Related Job,13,DE,268,58,No,No,0.21,0
36,184102,0.04,0.01,4251053616,8823,Yes,Bachelor or equivalent,Male,Yes,Married,98,Yes,3,0,24,Non-technology Related Job,186,FL,465,73,No,No,0.66,0
38,239059,0,0.01,4251035615,8824,Yes,Bachelor or equivalent,Female,Yes,Single,69,No,0,2,94,Non-technology Related Job,362,AK,64,108,No,No,0.2,0
40,44016,0.04,0,4251049108,8825,Yes,Bachelor or equivalent,Female,Yes,Married,40,Yes,1,4,63,Non-technology Related Job,38,VT,163,143,No,No,0.73,0
42,98974,0.07,0,4251098240,8826,Yes,Bachelor or equivalent,Male,No,Single,11,Yes,2,7,32,Non-technology Related Job,214,OR,263,178,No,No,0.26,0
58,97003,0.01,0.01,4251043995,8827,Yes,PhD or equivalent,Female,No,Married,18,Yes,1,4,73,Technology Related Job,75,AR,266,38,No,No,0.47,0
60,151960,0.05,0.01,4251076922,8828,Yes,High School or below,Male,Yes,Single,109,No,2,6,42,Non-technology Related Job,251,WA,365,73,No,Yes,0,0
62,206918,0.01,0,4251053466,8829,Yes,High School or below,Male,Yes,Married,80,Yes,3,0,12,Non-technology Related Job,427,RI,465,108,No,No,0.53,0
64,11875,0.04,0,4251033914,8830,Yes,High School or below,Female,Yes,Single,51,Yes,1,3,81,Non-technology Related Job,103,NY,64,142,No,No,0.06,0
12,9904,0.06,0.02,4251010071,8831,Yes,High School or below,Male,Yes,Married,58,Yes,3,0,21,Technology Related Job,463,WI,67,2,No,No,0.27,0
14,64862,0.02,0.01,4251076111,8832,Yes,High School or below,Female,Yes,Single,29,Yes,0,2,91,Non-technology Related Job,140,SD,167,37,No,No,0.8,1
17,119819,0.05,0.01,4251029950,8833,Yes,Bachelor or equivalent,Female,No,Married,0,No,2,4,60,Non-technology Related Job,316,ND,266,72,No,No,0.33,1
19,174776,0.01,0,4251019400,8834,Yes,Bachelor or equivalent,Female,Yes,Single,91,Yes,3,7,29,Non-technology Related Job,492,NE,365,107,No,No,0.86,0
35,172805,0.03,0.02,4251079902,8835,No,Bachelor or equivalent,Female,Yes,Married,98,Yes,1,4,70,Technology Related Job,352,TX,369,217,No,No,0.07,1
37,227763,0.07,0.02,4251037225,8836,Yes,Master or equivalent,Female,Yes,Single,69,Yes,3,6,39,Technology Related Job,29,OK,468,2,No,No,0.61,0
39,32720,0.02,0.01,4251020195,8837,Yes,Master or equivalent,Male,Yes,Married,40,Yes,0,0,9,Non-technology Related Job,205,NH,67,37,No,No,0.14,0
41,87678,0.06,0.01,4251020312,8838,Yes,PhD or equivalent,Male,Yes,Single,10,No,1,3,78,Non-technology Related Job,381,MA,167,72,No,No,0.67,0
43,142635,0.02,0,4251088934,8839,Yes,High School or below,Female,No,Married,101,Yes,2,5,47,Non-technology Related Job,57,IN,266,107,No,Yes,0.2,0
59,140664,0.04,0.02,4251080890,8840,Yes,High School or below,Male,Yes,Single,109,Yes,1,2,88,Technology Related Job,417,NM,269,217,No,No,0.41,0
61,195622,0.07,0.02,4251051549,8841,Yes,High School or below,Female,Yes,Married,80,Yes,2,4,57,Technology Related Job,94,MN,369,2,No,No,0.94,0
63,579,0.03,0.01,4251029980,8842,Yes,High School or below,Female,Yes,Single,50,No,3,6,26,Non-technology Related Job,270,KS,468,37,No,No,0.47,0
66,55536,0.06,0.01,4251076804,8843,Yes,High School or below,Male,Yes,Married,21,Yes,1,1,96,Non-technology Related Job,446,FL,67,72,No,No,0,0
14,53565,0.01,0.02,4251044558,8844,Yes,Bachelor or equivalent,Female,No,Single,29,Yes,3,6,36,Technology Related Job,306,MT,71,182,No,No,0.21,0
16,108523,0.04,0.02,4251012825,8845,Yes,Bachelor or equivalent,Male,Yes,Married,0,Yes,0,0,6,Technology Related Job,482,LA,170,217,No,No,0.74,0
18,163480,0,0.02,4251015653,8846,Yes,Bachelor or equivalent,Male,Yes,Single,90,Yes,2,2,75,Technology Related Job,159,HI,269,2,No,No,0.27,0
20,218438,0.03,0.01,4251031324,8847,Yes,Master or equivalent,Male,Yes,Single,61,No,3,5,44,Non-technology Related Job,335,AZ,369,37,No,No,0.8,0
50,79338,0.02,0.02,4251089903,8848,Yes,Master or equivalent,Female,Yes,Married,119,Yes,0,2,63,Non-technology Related Job,7,CA,66,52,No,No,0.26,0
38,21424,0.01,0.02,4251024823,8849,Yes,High School or below,Male,Yes,Married,40,Yes,3,4,54,Technology Related Job,371,IL,471,182,No,No,0.55,0
40,76382,0.05,0.02,4251053824,8850,Yes,High School or below,Female,No,Married,10,Yes,0,6,23,Technology Related Job,48,CO,71,217,No,No,0.08,0
42,131339,0,0.02,4251051494,8851,Yes,High School or below,Female,Yes,Single,101,No,1,1,93,Non-technology Related Job,224,WV,170,2,No,No,0.61,0
73,242239,0.06,0.02,4251034131,8852,Yes,High School or below,Male,Yes,Married,39,Yes,2,6,11,Non-technology Related Job,396,WY,367,17,Yes,No,0.06,0
75,47197,0.02,0.02,4251090145,8853,Yes,High School or below,Female,Yes,Married,10,Yes,3,0,81,Non-technology Related Job,72,TX,466,52,No,No,0.59,0
63,239283,0.02,0.02,4251038781,8854,Yes,Bachelor or equivalent,Male,Yes,Married,50,Yes,2,2,72,Technology Related Job,436,WY,372,182,No,No,0.88,0
65,44240,0.05,0.02,4251012251,8855,Yes,Bachelor or equivalent,Male,Yes,Single,21,Yes,3,5,41,Technology Related Job,113,TX,471,217,No,No,0.41,0
27,155141,0.03,0.02,4251038539,8856,Yes,Bachelor or equivalent,Female,No,Single,79,No,0,2,60,Non-technology Related Job,285,VT,168,232,No,No,0.87,0
29,210098,0.07,0.02,4251088378,8857,Yes,Bachelor or equivalent,Male,Yes,Married,50,Yes,2,4,29,Non-technology Related Job,461,OR,267,17,No,No,0.4,1
31,15056,0.03,0.02,4251090045,8858,Yes,Master or equivalent,Male,Yes,Single,21,Yes,3,7,99,Others,138,NJ,367,52,No,No,0.93,0
19,207142,0.02,0.02,4251022668,8859,Yes,High School or below,Female,Yes,Single,61,Yes,1,1,90,Technology Related Job,2,PA,272,182,No,No,0.21,1
21,12099,0.06,0.02,4251085952,8860,Yes,High School or below,Female,Yes,Married,32,Yes,3,3,59,Technology Related Job,178,NJ,372,217,No,No,0.75,0
52,122999,0.04,0.02,4251058453,8861,Yes,High School or below,Female,Yes,Married,90,No,0,0,78,Non-technology Related Job,350,NY,69,232,No,No,0.2,0
54,177957,0.07,0.02,4251080759,8862,Yes,High School or below,Female,No,Single,61,Yes,1,3,47,Non-technology Related Job,26,MO,168,17,No,No,0.73,0
56,232914,0.03,0.01,4251070470,8863,Yes,High School or below,Female,Yes,Married,31,Yes,2,5,16,Others,203,KY,267,52,No,No,0.26,0
44,175000,0.03,0.02,4251089632,8864,Yes,Bachelor or equivalent,Male,Yes,Married,72,Yes,1,7,8,Technology Related Job,67,MO,173,182,No,Yes,0.55,0
74,35901,0.01,0.03,4251074487,8865,Yes,Bachelor or equivalent,Female,Yes,Married,10,No,2,4,26,Non-technology Related Job,239,NE,370,197,No,No,0,0
76,90858,0.04,0.02,4251043395,8866,Yes,Bachelor or equivalent,Male,Yes,Single,101,Yes,3,6,96,Non-technology Related Job,415,ME,469,232,No,Yes,0.54,0
78,145816,0,0.02,4251081855,8867,Yes,Bachelor or equivalent,Male,Yes,Married,71,Yes,1,1,65,Non-technology Related Job,92,ID,69,17,No,No,0.07,0
13,200773,0.04,0.01,4251032353,8868,Yes,Master or equivalent,Female,No,Single,42,Yes,2,3,34,Others,268,CA,168,52,No,No,0.6,1
28,198802,0.06,0.03,4251042574,8869,Yes,High School or below,Male,No,Married,50,Yes,0,0,75,Non-technology Related Job,128,MI,171,162,No,No,0.81,0
31,3759,0.01,0.03,4251054224,8870,Yes,High School or below,Female,Yes,Single,21,No,2,2,44,Non-technology Related Job,304,IN,271,197,No,No,0.34,0
33,58717,0.05,0.02,4251084805,8871,Yes,High School or below,Female,Yes,Married,111,Yes,3,5,13,Non-technology Related Job,480,CT,370,232,No,No,0.87,0
35,113674,0.01,0.02,4251057912,8872,Yes,High School or below,Female,Yes,Single,82,Yes,0,7,83,Non-technology Related Job,157,WI,469,17,No,No,0.4,1
51,111703,0.03,0.03,4251052435,8873,Yes,High School or below,Female,No,Married,90,Yes,3,4,23,Non-technology Related Job,17,KS,473,127,No,No,0.61,0
53,166661,0.06,0.03,4251030494,8874,Yes,High School or below,Male,Yes,Single,60,No,0,6,93,Non-technology Related Job,193,FL,72,162,No,No,0.14,0
55,221618,0.02,0.03,4251096361,8875,Yes,Bachelor or equivalent,Male,No,Married,31,Yes,1,1,62,Non-technology Related Job,369,AL,171,197,No,No,0.67,0
57,26576,0.05,0.02,4251049433,8876,Yes,Bachelor or equivalent,Male,Yes,Single,2,Yes,2,3,31,Non-technology Related Job,46,UT,271,232,No,No,0.2,0
73,24605,0.07,0,4251061767,8877,Yes,Master or equivalent,Male,Yes,Married,10,Yes,1,0,72,Non-technology Related Job,406,HI,274,92,No,No,0.41,0
75,79562,0.03,0.03,4251097947,8878,Yes,Master or equivalent,Male,Yes,Single,100,Yes,2,2,41,Non-technology Related Job,82,AR,373,127,No,No,0.95,0
77,134520,0.07,0.03,4251055749,8879,Yes,PhD or equivalent,Female,No,Married,71,No,3,5,10,Non-technology Related Job,258,VA,473,162,No,No,0.48,0
12,189477,0.02,0.03,4251010812,8880,Yes,High School or below,Female,Yes,Single,42,Yes,0,7,80,Non-technology Related Job,434,RI,72,197,No,No,0.01,1
